,Id,ActivityDay,StepTotal
116,1844505072,2016-05-06,44
117,1844505072,2016-05-07,0
118,1844505072,2016-05-08,0
119,1844505072,2016-05-09,0
120,1844505072,2016-05-10,0
121,1844505072,2016-05-11,0
122,1844505072,2016-05-12,0
123,1927972279,2016-04-12,678
124,1927972279,2016-04-13,356
125,1927972279,2016-04-14,2163
126,1927972279,2016-04-15,980
127,1927972279,2016-04-16,0
128,1927972279,2016-04-17,0
129,1927972279,2016-04-18,244
130,1927972279,2016-04-19,0
131,1927972279,2016-04-20,0
132,1927972279,2016-04-21,0
133,1927972279,2016-04-22,149
134,1927972279,2016-04-23,2945
135,1927972279,2016-04-24,2090
136,1927972279,2016-04-25,152
137,1927972279,2016-04-26,3761
138,1927972279,2016-04-27,0
139,1927972279,2016-04-28,1675
140,1927972279,2016-04-29,0
141,1927972279,2016-04-30,0
142,1927972279,2016-05-01,2704
143,1927972279,2016-05-02,3790
144,1927972279,2016-05-03,1326
145,1927972279,2016-05-04,1786
146,1927972279,2016-05-05,0
147,1927972279,2016-05-06,2091
148,1927972279,2016-05-07,1510
149,1927972279,2016-05-08,0
150,1927972279,2016-05-09,0
151,1927972279,2016-05-10,0
152,1927972279,2016-05-11,0
153,1927972279,2016-05-12,0
154,2022484408,2016-04-12,11875
155,2022484408,2016-04-13,12024
156,2022484408,2016-04-14,10690
157,2022484408,2016-04-15,11034
158,2022484408,2016-04-16,10100
159,2022484408,2016-04-17,15112
160,2022484408,2016-04-18,14131
161,2022484408,2016-04-19,11548
162,2022484408,2016-04-20,15112
163,2022484408,2016-04-21,12453
164,2022484408,2016-04-22,12954
165,2022484408,2016-04-23,6001
166,2022484408,2016-04-24,13481
167,2022484408,2016-04-25,11369
168,2022484408,2016-04-26,10119
169,2022484408,2016-04-27,10159
170,2022484408,2016-04-28,10140
171,2022484408,2016-04-29,10245
172,2022484408,2016-04-30,18387
173,2022484408,2016-05-01,10538
174,2022484408,2016-05-02,10379
175,2022484408,2016-05-03,12183
176,2022484408,2016-05-04,11768
177,2022484408,2016-05-05,11895
178,2022484408,2016-05-06,10227
179,2022484408,2016-05-07,6708
180,2022484408,2016-05-08,3292
181,2022484408,2016-05-09,13379
182,2022484408,2016-05-10,12798
183,2022484408,2016-05-11,13272
184,2022484408,2016-05-12,9117
185,2026352035,2016-04-12,4414
186,2026352035,2016-04-13,4993
187,2026352035,2016-04-14,3335
188,2026352035,2016-04-15,3821
189,2026352035,2016-04-16,2547
190,2026352035,2016-04-17,838
191,2026352035,2016-04-18,3325
192,2026352035,2016-04-19,2424
193,2026352035,2016-04-20,7222
194,2026352035,2016-04-21,2467
195,2026352035,2016-04-22,2915
196,2026352035,2016-04-23,12357
197,2026352035,2016-04-24,3490
198,2026352035,2016-04-25,6017
199,2026352035,2016-04-26,5933
200,2026352035,2016-04-27,6088
201,2026352035,2016-04-28,6375
202,2026352035,2016-04-29,7604
203,2026352035,2016-04-30,4729
204,2026352035,2016-05-01,3609
205,2026352035,2016-05-02,7018
206,2026352035,2016-05-03,5992
207,2026352035,2016-05-04,6564
208,2026352035,2016-05-05,12167
209,2026352035,2016-05-06,8198
210,2026352035,2016-05-07,4193
211,2026352035,2016-05-08,5528
212,2026352035,2016-05-09,10685
213,2026352035,2016-05-10,254
214,2026352035,2016-05-11,8580
215,2026352035,2016-05-12,8891
216,2320127002,2016-04-12,10725
217,2320127002,2016-04-13,7275
218,2320127002,2016-04-14,3973
219,2320127002,2016-04-15,5205
220,2320127002,2016-04-16,5057
221,2320127002,2016-04-17,6198
222,2320127002,2016-04-18,6559
223,2320127002,2016-04-19,5997
224,2320127002,2016-04-20,7192
225,2320127002,2016-04-21,3404
226,2320127002,2016-04-22,5583
227,2320127002,2016-04-23,5079
228,2320127002,2016-04-24,4165
229,2320127002,2016-04-25,3588
230,2320127002,2016-04-26,3409
231,2320127002,2016-04-27,1715
232,2320127002,2016-04-28,1532
233,2320127002,2016-04-29,924
234,2320127002,2016-04-30,4571
235,2320127002,2016-05-01,772
236,2320127002,2016-05-02,3634
237,2320127002,2016-05-03,7443
238,2320127002,2016-05-04,1201
239,2320127002,2016-05-05,5202
240,2320127002,2016-05-06,4878
241,2320127002,2016-05-07,7379
242,2320127002,2016-05-08,5161
243,2320127002,2016-05-09,3090
244,2320127002,2016-05-10,6227
245,2320127002,2016-05-11,6424
246,2320127002,2016-05-12,2661
247,2347167796,2016-04-12,10113
248,2347167796,2016-04-13,10352
249,2347167796,2016-04-14,10129
250,2347167796,2016-04-15,10465
251,2347167796,2016-04-16,22244
252,2347167796,2016-04-17,5472
253,2347167796,2016-04-18,8247
254,2347167796,2016-04-19,6711
255,2347167796,2016-04-20,10999
256,2347167796,2016-04-21,10080
257,2347167796,2016-04-22,7804
258,2347167796,2016-04-23,16901
259,2347167796,2016-04-24,9471
260,2347167796,2016-04-25,9482
261,2347167796,2016-04-26,5980
262,2347167796,2016-04-27,11423
263,2347167796,2016-04-28,5439
264,2347167796,2016-04-29,42
265,2873212765,2016-04-12,8796
266,2873212765,2016-04-13,7618
267,2873212765,2016-04-14,7910
268,2873212765,2016-04-15,8482
269,2873212765,2016-04-16,9685
270,2873212765,2016-04-17,2524
271,2873212765,2016-04-18,7762
272,2873212765,2016-04-19,7948
273,2873212765,2016-04-20,9202
274,2873212765,2016-04-21,8859
275,2873212765,2016-04-22,7286
276,2873212765,2016-04-23,9317
277,2873212765,2016-04-24,6873
278,2873212765,2016-04-25,7373
279,2873212765,2016-04-26,8242
280,2873212765,2016-04-27,3516
281,2873212765,2016-04-28,7913
282,2873212765,2016-04-29,7365
283,2873212765,2016-04-30,8452
284,2873212765,2016-05-01,7399
285,2873212765,2016-05-02,7525
286,2873212765,2016-05-03,7412
287,2873212765,2016-05-04,8278
288,2873212765,2016-05-05,8314
289,2873212765,2016-05-06,7063
290,2873212765,2016-05-07,4940
291,2873212765,2016-05-08,8168
292,2873212765,2016-05-09,7726
293,2873212765,2016-05-10,8275
294,2873212765,2016-05-11,6440
295,2873212765,2016-05-12,7566
296,3372868164,2016-04-12,4747
297,3372868164,2016-04-13,9715
298,3372868164,2016-04-14,8844
299,3372868164,2016-04-15,7451
300,3372868164,2016-04-16,6905
301,3372868164,2016-04-17,8199
302,3372868164,2016-04-18,6798
303,3372868164,2016-04-19,7711
304,3372868164,2016-04-20,4880
305,3372868164,2016-04-21,8857
306,3372868164,2016-04-22,3843
307,3372868164,2016-04-23,7396
308,3372868164,2016-04-24,6731
309,3372868164,2016-04-25,5995
310,3372868164,2016-04-26,8283
311,3372868164,2016-04-27,7904
312,3372868164,2016-04-28,5512
313,3372868164,2016-04-29,9135
314,3372868164,2016-04-30,5250
315,3372868164,2016-05-01,3077
316,3977333714,2016-04-12,8856
317,3977333714,2016-04-13,10035
318,3977333714,2016-04-14,7641
319,3977333714,2016-04-15,9010
320,3977333714,2016-04-16,13459
321,3977333714,2016-04-17,10415
322,3977333714,2016-04-18,11663
323,3977333714,2016-04-19,12414
324,3977333714,2016-04-20,11658
325,3977333714,2016-04-21,6093
326,3977333714,2016-04-22,8911
327,3977333714,2016-04-23,12058
328,3977333714,2016-04-24,14112
329,3977333714,2016-04-25,11177
330,3977333714,2016-04-26,11388
331,3977333714,2016-04-27,7193
332,3977333714,2016-04-28,7114
333,3977333714,2016-04-29,10645
334,3977333714,2016-04-30,13238
335,3977333714,2016-05-01,10414
336,3977333714,2016-05-02,16520
337,3977333714,2016-05-03,14335
338,3977333714,2016-05-04,13559
339,3977333714,2016-05-05,12312
340,3977333714,2016-05-06,11677
341,3977333714,2016-05-07,11550
342,3977333714,2016-05-08,13585
343,3977333714,2016-05-09,14687
344,3977333714,2016-05-10,13072
345,3977333714,2016-05-11,746
346,4020332650,2016-04-12,8539
347,4020332650,2016-04-13,0
348,4020332650,2016-04-14,108
349,4020332650,2016-04-15,1882
350,4020332650,2016-04-16,1982
351,4020332650,2016-04-17,16
352,4020332650,2016-04-18,62
353,4020332650,2016-04-19,0
354,4020332650,2016-04-20,0
355,4020332650,2016-04-21,0
356,4020332650,2016-04-22,0
357,4020332650,2016-04-23,0
358,4020332650,2016-04-24,0
359,4020332650,2016-04-25,0
360,4020332650,2016-04-26,0
361,4020332650,2016-04-27,0
362,4020332650,2016-04-28,0
363,4020332650,2016-04-29,0
364,4020332650,2016-04-30,0
365,4020332650,2016-05-01,0
366,4020332650,2016-05-02,475
367,4020332650,2016-05-03,4496
368,4020332650,2016-05-04,10252
369,4020332650,2016-05-05,11728
370,4020332650,2016-05-06,4369
371,4020332650,2016-05-07,6132
372,4020332650,2016-05-08,5862
373,4020332650,2016-05-09,4556
374,4020332650,2016-05-10,5546
375,4020332650,2016-05-11,3689
376,4020332650,2016-05-12,590
377,4057192912,2016-04-12,5394
378,4057192912,2016-04-13,5974
379,4057192912,2016-04-14,0
380,4057192912,2016-04-15,3984
381,4319703577,2016-04-12,7753
382,4319703577,2016-04-13,8204
383,4319703577,2016-04-14,10210
384,4319703577,2016-04-15,5664
385,4319703577,2016-04-16,4744
386,4319703577,2016-04-17,29
387,4319703577,2016-04-18,2276
388,4319703577,2016-04-19,8925
389,4319703577,2016-04-20,8954
390,4319703577,2016-04-21,3702
391,4319703577,2016-04-22,4500
392,4319703577,2016-04-23,4935
393,4319703577,2016-04-24,4081
394,4319703577,2016-04-25,9259
395,4319703577,2016-04-26,9899
396,4319703577,2016-04-27,10780
397,4319703577,2016-04-28,10817
398,4319703577,2016-04-29,7990
399,4319703577,2016-04-30,8221
400,4319703577,2016-05-01,1251
401,4319703577,2016-05-02,9261
402,4319703577,2016-05-03,9648
403,4319703577,2016-05-04,10429
404,4319703577,2016-05-05,13658
405,4319703577,2016-05-06,9524
406,4319703577,2016-05-07,7937
407,4319703577,2016-05-08,3672
408,4319703577,2016-05-09,10378
409,4319703577,2016-05-10,9487
410,4319703577,2016-05-11,9129
411,4319703577,2016-05-12,17
412,4388161847,2016-04-12,10122
413,4388161847,2016-04-13,10993
414,4388161847,2016-04-14,8863
415,4388161847,2016-04-15,8758
416,4388161847,2016-04-16,6580
417,4388161847,2016-04-17,4660
418,4388161847,2016-04-18,11009
419,4388161847,2016-04-19,10181
420,4388161847,2016-04-20,10553
421,4388161847,2016-04-21,10055
422,4388161847,2016-04-22,12139
423,4388161847,2016-04-23,13236
424,4388161847,2016-04-24,10243
425,4388161847,2016-04-25,12961
426,4388161847,2016-04-26,9461
427,4388161847,2016-04-27,11193
428,4388161847,2016-04-28,10074
429,4388161847,2016-04-29,9232
430,4388161847,2016-04-30,12533
431,4388161847,2016-05-01,10255
432,4388161847,2016-05-02,10096
433,4388161847,2016-05-03,12727
434,4388161847,2016-05-04,12375
435,4388161847,2016-05-05,9603
436,4388161847,2016-05-06,13175
437,4388161847,2016-05-07,22770
438,4388161847,2016-05-08,17298
439,4388161847,2016-05-09,10218
440,4388161847,2016-05-10,10299
441,4388161847,2016-05-11,10201
442,4388161847,2016-05-12,3369
443,4445114986,2016-04-12,3276
444,4445114986,2016-04-13,2961
445,4445114986,2016-04-14,3974
446,4445114986,2016-04-15,7198
447,4445114986,2016-04-16,3945
448,4445114986,2016-04-17,2268
449,4445114986,2016-04-18,6155
450,4445114986,2016-04-19,2064
451,4445114986,2016-04-20,2072
452,4445114986,2016-04-21,3809
453,4445114986,2016-04-22,6831
454,4445114986,2016-04-23,4363
455,4445114986,2016-04-24,5002
456,4445114986,2016-04-25,3385
457,4445114986,2016-04-26,6326
458,4445114986,2016-04-27,7243
459,4445114986,2016-04-28,4493
460,4445114986,2016-04-29,4676
461,4445114986,2016-04-30,6222
462,4445114986,2016-05-01,5232
463,4445114986,2016-05-02,6910
464,4445114986,2016-05-03,7502
465,4445114986,2016-05-04,2923
466,4445114986,2016-05-05,3800
467,4445114986,2016-05-06,4514
468,4445114986,2016-05-07,5183
469,4445114986,2016-05-08,7303
470,4445114986,2016-05-09,5275
471,4445114986,2016-05-10,3915
472,4445114986,2016-05-11,9105
473,4445114986,2016-05-12,768
474,4558609924,2016-04-12,5135
475,4558609924,2016-04-13,4978
476,4558609924,2016-04-14,6799
477,4558609924,2016-04-15,7795
478,4558609924,2016-04-16,7289
479,4558609924,2016-04-17,9634
480,4558609924,2016-04-18,8940
481,4558609924,2016-04-19,5401
482,4558609924,2016-04-20,4803
483,4558609924,2016-04-21,13743
484,4558609924,2016-04-22,9601
485,4558609924,2016-04-23,6890
486,4558609924,2016-04-24,8563
487,4558609924,2016-04-25,8095
488,4558609924,2016-04-26,9148
489,4558609924,2016-04-27,9557
490,4558609924,2016-04-28,9451
491,4558609924,2016-04-29,7833
492,4558609924,2016-04-30,10319
493,4558609924,2016-05-01,3428
494,4558609924,2016-05-02,7891
495,4558609924,2016-05-03,5267
496,4558609924,2016-05-04,5232
497,4558609924,2016-05-05,10611
498,4558609924,2016-05-06,3755
499,4558609924,2016-05-07,8237
500,4558609924,2016-05-08,6543
501,4558609924,2016-05-09,11451
502,4558609924,2016-05-10,6435
503,4558609924,2016-05-11,9108
504,4558609924,2016-05-12,6307
505,4702921684,2016-04-12,7213
506,4702921684,2016-04-13,6877
507,4702921684,2016-04-14,7860
508,4702921684,2016-04-15,6506
509,4702921684,2016-04-16,11140
510,4702921684,2016-04-17,12692
511,4702921684,2016-04-18,9105
512,4702921684,2016-04-19,6708
513,4702921684,2016-04-20,8793
514,4702921684,2016-04-21,6530
515,4702921684,2016-04-22,1664
516,4702921684,2016-04-23,15126
517,4702921684,2016-04-24,15050
518,4702921684,2016-04-25,9167
519,4702921684,2016-04-26,6108
520,4702921684,2016-04-27,7047
521,4702921684,2016-04-28,9023
522,4702921684,2016-04-29,9930
523,4702921684,2016-04-30,10144
524,4702921684,2016-05-01,0
525,4702921684,2016-05-02,7245
526,4702921684,2016-05-03,9454
527,4702921684,2016-05-04,8161
528,4702921684,2016-05-05,8614
529,4702921684,2016-05-06,6943
530,4702921684,2016-05-07,14370
531,4702921684,2016-05-08,12857
532,4702921684,2016-05-09,8232
533,4702921684,2016-05-10,10613
534,4702921684,2016-05-11,9810
535,4702921684,2016-05-12,2752
536,5553957443,2016-04-12,11596
537,5553957443,2016-04-13,4832
538,5553957443,2016-04-14,17022
539,5553957443,2016-04-15,16556
540,5553957443,2016-04-16,5771
541,5553957443,2016-04-17,655
542,5553957443,2016-04-18,3727
543,5553957443,2016-04-19,15482
544,5553957443,2016-04-20,2713
545,5553957443,2016-04-21,12346
546,5553957443,2016-04-22,11682
547,5553957443,2016-04-23,4112
548,5553957443,2016-04-24,1807
549,5553957443,2016-04-25,10946
550,5553957443,2016-04-26,11886
551,5553957443,2016-04-27,10538
552,5553957443,2016-04-28,11393
553,5553957443,2016-04-29,12764
554,5553957443,2016-04-30,1202
555,5553957443,2016-05-01,5164
556,5553957443,2016-05-02,9769
557,5553957443,2016-05-03,12848
558,5553957443,2016-05-04,4249
559,5553957443,2016-05-05,14331
560,5553957443,2016-05-06,9632
561,5553957443,2016-05-07,1868
562,5553957443,2016-05-08,6083
563,5553957443,2016-05-09,11611
564,5553957443,2016-05-10,16358
565,5553957443,2016-05-11,4926
566,5553957443,2016-05-12,3121
567,5577150313,2016-04-12,8135
568,5577150313,2016-04-13,5077
569,5577150313,2016-04-14,8596
570,5577150313,2016-04-15,12087
571,5577150313,2016-04-16,14269
572,5577150313,2016-04-17,12231
573,5577150313,2016-04-18,9893
574,5577150313,2016-04-19,12574
575,5577150313,2016-04-20,8330
576,5577150313,2016-04-21,10830
577,5577150313,2016-04-22,9172
578,5577150313,2016-04-23,7638
579,5577150313,2016-04-24,15764
580,5577150313,2016-04-25,6393
581,5577150313,2016-04-26,5325
582,5577150313,2016-04-27,6805
583,5577150313,2016-04-28,9841
584,5577150313,2016-04-29,7924
585,5577150313,2016-04-30,12363
586,5577150313,2016-05-01,13368
587,5577150313,2016-05-02,7439
588,5577150313,2016-05-03,11045
589,5577150313,2016-05-04,5206
590,5577150313,2016-05-05,7550
591,5577150313,2016-05-06,4950
592,5577150313,2016-05-07,0
593,5577150313,2016-05-08,0
594,5577150313,2016-05-09,3421
595,5577150313,2016-05-10,8869
596,5577150313,2016-05-11,4038
597,6117666160,2016-04-12,0
598,6117666160,2016-04-13,0
599,6117666160,2016-04-14,0
600,6117666160,2016-04-15,14019
601,6117666160,2016-04-16,14450
602,6117666160,2016-04-17,7150
603,6117666160,2016-04-18,5153
604,6117666160,2016-04-19,11135
605,6117666160,2016-04-20,10449
606,6117666160,2016-04-21,19542
607,6117666160,2016-04-22,8206
608,6117666160,2016-04-23,11495
609,6117666160,2016-04-24,7623
610,6117666160,2016-04-25,0
611,6117666160,2016-04-26,9543
612,6117666160,2016-04-27,9411
613,6117666160,2016-04-28,3403
614,6117666160,2016-04-29,9592
615,6117666160,2016-04-30,6987
616,6117666160,2016-05-01,8915
617,6117666160,2016-05-02,4933
618,6117666160,2016-05-03,0
619,6117666160,2016-05-04,2997
620,6117666160,2016-05-05,9799
621,6117666160,2016-05-06,3365
622,6117666160,2016-05-07,7336
623,6117666160,2016-05-08,7328
624,6117666160,2016-05-09,4477
625,6290855005,2016-04-12,4562
626,6290855005,2016-04-13,7142
627,6290855005,2016-04-14,7671
628,6290855005,2016-04-15,9501
629,6290855005,2016-04-16,8301
630,6290855005,2016-04-17,7851
631,6290855005,2016-04-18,6885
632,6290855005,2016-04-19,7142
633,6290855005,2016-04-20,6361
634,6290855005,2016-04-21,0
635,6290855005,2016-04-22,6238
636,6290855005,2016-04-23,0
637,6290855005,2016-04-24,5896
638,6290855005,2016-04-25,7802
639,6290855005,2016-04-26,0
640,6290855005,2016-04-27,5565
641,6290855005,2016-04-28,5731
642,6290855005,2016-04-29,0
643,6290855005,2016-04-30,6744
644,6290855005,2016-05-01,9837
645,6290855005,2016-05-02,6781
646,6290855005,2016-05-03,6047
647,6290855005,2016-05-04,5832
648,6290855005,2016-05-05,6339
649,6290855005,2016-05-06,6116
650,6290855005,2016-05-07,5510
651,6290855005,2016-05-08,7706
652,6290855005,2016-05-09,6277
653,6290855005,2016-05-10,0
654,6775888955,2016-04-12,0
655,6775888955,2016-04-13,4053
656,6775888955,2016-04-14,5162
657,6775888955,2016-04-15,1282
658,6775888955,2016-04-16,4732
659,6775888955,2016-04-17,2497
660,6775888955,2016-04-18,8294
661,6775888955,2016-04-19,0
662,6775888955,2016-04-20,10771
663,6775888955,2016-04-21,0
664,6775888955,2016-04-22,637
665,6775888955,2016-04-23,0
666,6775888955,2016-04-24,2153
667,6775888955,2016-04-25,6474
668,6775888955,2016-04-26,7091
669,6775888955,2016-04-27,0
670,6775888955,2016-04-28,703
671,6775888955,2016-04-29,0
672,6775888955,2016-04-30,2503
673,6775888955,2016-05-01,2487
674,6775888955,2016-05-02,0
675,6775888955,2016-05-03,9
676,6775888955,2016-05-04,0
677,6775888955,2016-05-05,0
678,6775888955,2016-05-06,4697
679,6775888955,2016-05-07,1967
680,6962181067,2016-04-12,10199
681,6962181067,2016-04-13,5652
682,6962181067,2016-04-14,1551
683,6962181067,2016-04-15,5563
684,6962181067,2016-04-16,13217
685,6962181067,2016-04-17,10145
686,6962181067,2016-04-18,11404
687,6962181067,2016-04-19,10742
688,6962181067,2016-04-20,13928
689,6962181067,2016-04-21,11835
690,6962181067,2016-04-22,10725
691,6962181067,2016-04-23,20031
692,6962181067,2016-04-24,5029
693,6962181067,2016-04-25,13239
694,6962181067,2016-04-26,10433
695,6962181067,2016-04-27,10320
696,6962181067,2016-04-28,12627
697,6962181067,2016-04-29,10762
698,6962181067,2016-04-30,10081
699,6962181067,2016-05-01,5454
700,6962181067,2016-05-02,12912
701,6962181067,2016-05-03,12109
702,6962181067,2016-05-04,10147
703,6962181067,2016-05-05,10524
704,6962181067,2016-05-06,5908
705,6962181067,2016-05-07,6815
706,6962181067,2016-05-08,4188
707,6962181067,2016-05-09,12342
708,6962181067,2016-05-10,15448
709,6962181067,2016-05-11,6722
710,6962181067,2016-05-12,3587
711,7007744171,2016-04-12,14172
712,7007744171,2016-04-13,12862
713,7007744171,2016-04-14,11179
714,7007744171,2016-04-15,5273
715,7007744171,2016-04-16,4631
716,7007744171,2016-04-17,8059
717,7007744171,2016-04-18,14816
718,7007744171,2016-04-19,14194
719,7007744171,2016-04-20,15566
720,7007744171,2016-04-21,13744
721,7007744171,2016-04-22,15299
722,7007744171,2016-04-23,8093
723,7007744171,2016-04-24,11085
724,7007744171,2016-04-25,18229
725,7007744171,2016-04-26,15090
726,7007744171,2016-04-27,13541
727,7007744171,2016-04-28,15128
728,7007744171,2016-04-29,20067
729,7007744171,2016-04-30,3761
730,7007744171,2016-05-01,5600
731,7007744171,2016-05-02,13041
732,7007744171,2016-05-03,14510
733,7007744171,2016-05-04,0
734,7007744171,2016-05-05,15010
735,7007744171,2016-05-06,11459
736,7007744171,2016-05-07,0
737,7086361926,2016-04-12,11317
738,7086361926,2016-04-13,5813
739,7086361926,2016-04-14,9123
740,7086361926,2016-04-15,8585
741,7086361926,2016-04-16,31
742,7086361926,2016-04-17,0
743,7086361926,2016-04-18,9827
744,7086361926,2016-04-19,10688
745,7086361926,2016-04-20,14365
746,7086361926,2016-04-21,9469
747,7086361926,2016-04-22,9753
748,7086361926,2016-04-23,2817
749,7086361926,2016-04-24,3520
750,7086361926,2016-04-25,10091
751,7086361926,2016-04-26,10387
752,7086361926,2016-04-27,11107
753,7086361926,2016-04-28,11584
754,7086361926,2016-04-29,7881
755,7086361926,2016-04-30,14560
756,7086361926,2016-05-01,12390
757,7086361926,2016-05-02,10052
758,7086361926,2016-05-03,10288
759,7086361926,2016-05-04,10988
760,7086361926,2016-05-05,8564
761,7086361926,2016-05-06,12461
762,7086361926,2016-05-07,12827
763,7086361926,2016-05-08,10677
764,7086361926,2016-05-09,13566
765,7086361926,2016-05-10,14433
766,7086361926,2016-05-11,9572
767,7086361926,2016-05-12,3789
768,8053475328,2016-04-12,18060
769,8053475328,2016-04-13,16433
770,8053475328,2016-04-14,20159
771,8053475328,2016-04-15,20669
772,8053475328,2016-04-16,14549
773,8053475328,2016-04-17,18827
774,8053475328,2016-04-18,17076
775,8053475328,2016-04-19,15929
776,8053475328,2016-04-20,15108
777,8053475328,2016-04-21,16057
778,8053475328,2016-04-22,10520
779,8053475328,2016-04-23,22359
780,8053475328,2016-04-24,22988
781,8053475328,2016-04-25,20500
782,8053475328,2016-04-26,12685
783,8053475328,2016-04-27,12422
784,8053475328,2016-04-28,15447
785,8053475328,2016-04-29,12315
786,8053475328,2016-04-30,7135
787,8053475328,2016-05-01,1170
788,8053475328,2016-05-02,1969
789,8053475328,2016-05-03,15484
790,8053475328,2016-05-04,14581
791,8053475328,2016-05-05,14990
792,8053475328,2016-05-06,13953
793,8053475328,2016-05-07,19769
794,8053475328,2016-05-08,22026
795,8053475328,2016-05-09,12465
796,8053475328,2016-05-10,14810
797,8053475328,2016-05-11,12209
798,8053475328,2016-05-12,4998
799,8253242879,2016-04-12,9033
800,8253242879,2016-04-13,8053
801,8253242879,2016-04-14,5234
802,8253242879,2016-04-15,2672
803,8253242879,2016-04-16,9256
804,8253242879,2016-04-17,10204
805,8253242879,2016-04-18,5151
806,8253242879,2016-04-19,4212
807,8253242879,2016-04-20,6466
808,8253242879,2016-04-21,11268
809,8253242879,2016-04-22,2824
810,8253242879,2016-04-23,9282
811,8253242879,2016-04-24,8905
812,8253242879,2016-04-25,6829
813,8253242879,2016-04-26,4562
814,8253242879,2016-04-27,10232
815,8253242879,2016-04-28,2718
816,8253242879,2016-04-29,6260
817,8253242879,2016-04-30,0
818,8378563200,2016-04-12,7626
819,8378563200,2016-04-13,12386
820,8378563200,2016-04-14,13318
821,8378563200,2016-04-15,14461
822,8378563200,2016-04-16,11207
823,8378563200,2016-04-17,2132
824,8378563200,2016-04-18,13630
825,8378563200,2016-04-19,13070
826,8378563200,2016-04-20,9388
