,Id,ActivityHour,StepTotal,ActivityDate,ActivityTimeOfDay
54,1503960366,06:00:00,0,2016-04-14,AM
55,1503960366,07:00:00,0,2016-04-14,AM
56,1503960366,08:00:00,0,2016-04-14,AM
57,1503960366,09:00:00,902,2016-04-14,AM
58,1503960366,10:00:00,1106,2016-04-14,AM
59,1503960366,11:00:00,50,2016-04-14,AM
60,1503960366,12:00:00,501,2016-04-14,PM
61,1503960366,01:00:00,1779,2016-04-14,PM
62,1503960366,02:00:00,1228,2016-04-14,PM
63,1503960366,03:00:00,139,2016-04-14,PM
64,1503960366,04:00:00,408,2016-04-14,PM
65,1503960366,05:00:00,37,2016-04-14,PM
66,1503960366,06:00:00,322,2016-04-14,PM
67,1503960366,07:00:00,11,2016-04-14,PM
68,1503960366,08:00:00,806,2016-04-14,PM
69,1503960366,09:00:00,2670,2016-04-14,PM
70,1503960366,10:00:00,362,2016-04-14,PM
71,1503960366,11:00:00,0,2016-04-14,PM
72,1503960366,12:00:00,83,2016-04-15,AM
73,1503960366,01:00:00,75,2016-04-15,AM
74,1503960366,02:00:00,124,2016-04-15,AM
75,1503960366,03:00:00,0,2016-04-15,AM
76,1503960366,04:00:00,0,2016-04-15,AM
77,1503960366,05:00:00,26,2016-04-15,AM
78,1503960366,06:00:00,0,2016-04-15,AM
79,1503960366,07:00:00,7,2016-04-15,AM
80,1503960366,08:00:00,55,2016-04-15,AM
81,1503960366,09:00:00,21,2016-04-15,AM
82,1503960366,10:00:00,154,2016-04-15,AM
83,1503960366,11:00:00,425,2016-04-15,AM
84,1503960366,12:00:00,270,2016-04-15,PM
85,1503960366,01:00:00,373,2016-04-15,PM
86,1503960366,02:00:00,0,2016-04-15,PM
87,1503960366,03:00:00,0,2016-04-15,PM
88,1503960366,04:00:00,0,2016-04-15,PM
89,1503960366,05:00:00,1774,2016-04-15,PM
90,1503960366,06:00:00,509,2016-04-15,PM
91,1503960366,07:00:00,519,2016-04-15,PM
92,1503960366,08:00:00,77,2016-04-15,PM
93,1503960366,09:00:00,280,2016-04-15,PM
94,1503960366,10:00:00,2145,2016-04-15,PM
95,1503960366,11:00:00,2768,2016-04-15,PM
96,1503960366,12:00:00,459,2016-04-16,AM
97,1503960366,01:00:00,0,2016-04-16,AM
98,1503960366,02:00:00,63,2016-04-16,AM
99,1503960366,03:00:00,6,2016-04-16,AM
100,1503960366,04:00:00,6,2016-04-16,AM
101,1503960366,05:00:00,12,2016-04-16,AM
102,1503960366,06:00:00,0,2016-04-16,AM
103,1503960366,07:00:00,101,2016-04-16,AM
104,1503960366,08:00:00,175,2016-04-16,AM
105,1503960366,09:00:00,1181,2016-04-16,AM
106,1503960366,10:00:00,1295,2016-04-16,AM
107,1503960366,11:00:00,2043,2016-04-16,AM
108,1503960366,12:00:00,1513,2016-04-16,PM
109,1503960366,01:00:00,3616,2016-04-16,PM
110,1503960366,02:00:00,580,2016-04-16,PM
111,1503960366,03:00:00,0,2016-04-16,PM
112,1503960366,04:00:00,15,2016-04-16,PM
113,1503960366,05:00:00,380,2016-04-16,PM
114,1503960366,06:00:00,96,2016-04-16,PM
115,1503960366,07:00:00,146,2016-04-16,PM
116,1503960366,08:00:00,385,2016-04-16,PM
117,1503960366,09:00:00,463,2016-04-16,PM
118,1503960366,10:00:00,42,2016-04-16,PM
119,1503960366,11:00:00,92,2016-04-16,PM
120,1503960366,12:00:00,0,2016-04-17,AM
121,1503960366,01:00:00,0,2016-04-17,AM
122,1503960366,02:00:00,0,2016-04-17,AM
123,1503960366,03:00:00,8,2016-04-17,AM
124,1503960366,04:00:00,0,2016-04-17,AM
125,1503960366,05:00:00,0,2016-04-17,AM
126,1503960366,06:00:00,0,2016-04-17,AM
127,1503960366,07:00:00,0,2016-04-17,AM
128,1503960366,08:00:00,0,2016-04-17,AM
129,1503960366,09:00:00,0,2016-04-17,AM
130,1503960366,10:00:00,0,2016-04-17,AM
131,1503960366,11:00:00,84,2016-04-17,AM
132,1503960366,12:00:00,260,2016-04-17,PM
133,1503960366,01:00:00,402,2016-04-17,PM
134,1503960366,02:00:00,252,2016-04-17,PM
135,1503960366,03:00:00,191,2016-04-17,PM
136,1503960366,04:00:00,13,2016-04-17,PM
137,1503960366,05:00:00,2613,2016-04-17,PM
138,1503960366,06:00:00,1616,2016-04-17,PM
139,1503960366,07:00:00,754,2016-04-17,PM
140,1503960366,08:00:00,2955,2016-04-17,PM
141,1503960366,09:00:00,487,2016-04-17,PM
142,1503960366,10:00:00,70,2016-04-17,PM
143,1503960366,11:00:00,0,2016-04-17,PM
144,1503960366,12:00:00,416,2016-04-18,AM
145,1503960366,01:00:00,0,2016-04-18,AM
146,1503960366,02:00:00,0,2016-04-18,AM
147,1503960366,03:00:00,0,2016-04-18,AM
148,1503960366,04:00:00,0,2016-04-18,AM
149,1503960366,05:00:00,0,2016-04-18,AM
150,1503960366,06:00:00,0,2016-04-18,AM
151,1503960366,07:00:00,0,2016-04-18,AM
152,1503960366,08:00:00,0,2016-04-18,AM
153,1503960366,09:00:00,1688,2016-04-18,AM
154,1503960366,10:00:00,380,2016-04-18,AM
155,1503960366,11:00:00,328,2016-04-18,AM
156,1503960366,12:00:00,1306,2016-04-18,PM
157,1503960366,01:00:00,268,2016-04-18,PM
158,1503960366,02:00:00,137,2016-04-18,PM
159,1503960366,03:00:00,495,2016-04-18,PM
160,1503960366,04:00:00,277,2016-04-18,PM
161,1503960366,05:00:00,304,2016-04-18,PM
162,1503960366,06:00:00,4074,2016-04-18,PM
163,1503960366,07:00:00,2101,2016-04-18,PM
164,1503960366,08:00:00,28,2016-04-18,PM
165,1503960366,09:00:00,187,2016-04-18,PM
166,1503960366,10:00:00,542,2016-04-18,PM
167,1503960366,11:00:00,488,2016-04-18,PM
168,1503960366,12:00:00,0,2016-04-19,AM
169,1503960366,01:00:00,22,2016-04-19,AM
170,1503960366,02:00:00,0,2016-04-19,AM
171,1503960366,03:00:00,9,2016-04-19,AM
172,1503960366,04:00:00,0,2016-04-19,AM
173,1503960366,05:00:00,0,2016-04-19,AM
174,1503960366,06:00:00,7,2016-04-19,AM
175,1503960366,07:00:00,316,2016-04-19,AM
176,1503960366,08:00:00,1656,2016-04-19,AM
177,1503960366,09:00:00,367,2016-04-19,AM
178,1503960366,10:00:00,203,2016-04-19,AM
179,1503960366,11:00:00,194,2016-04-19,AM
180,1503960366,12:00:00,1887,2016-04-19,PM
181,1503960366,01:00:00,2697,2016-04-19,PM
182,1503960366,02:00:00,409,2016-04-19,PM
183,1503960366,03:00:00,299,2016-04-19,PM
184,1503960366,04:00:00,297,2016-04-19,PM
185,1503960366,05:00:00,732,2016-04-19,PM
186,1503960366,06:00:00,1280,2016-04-19,PM
187,1503960366,07:00:00,397,2016-04-19,PM
188,1503960366,08:00:00,2487,2016-04-19,PM
189,1503960366,09:00:00,826,2016-04-19,PM
190,1503960366,10:00:00,52,2016-04-19,PM
191,1503960366,11:00:00,1369,2016-04-19,PM
192,1503960366,12:00:00,16,2016-04-20,AM
193,1503960366,01:00:00,36,2016-04-20,AM
194,1503960366,02:00:00,0,2016-04-20,AM
195,1503960366,03:00:00,0,2016-04-20,AM
196,1503960366,04:00:00,0,2016-04-20,AM
197,1503960366,05:00:00,0,2016-04-20,AM
198,1503960366,06:00:00,0,2016-04-20,AM
199,1503960366,07:00:00,29,2016-04-20,AM
200,1503960366,08:00:00,264,2016-04-20,AM
201,1503960366,09:00:00,1993,2016-04-20,AM
202,1503960366,10:00:00,459,2016-04-20,AM
203,1503960366,11:00:00,65,2016-04-20,AM
204,1503960366,12:00:00,185,2016-04-20,PM
205,1503960366,01:00:00,64,2016-04-20,PM
206,1503960366,02:00:00,1270,2016-04-20,PM
207,1503960366,03:00:00,797,2016-04-20,PM
208,1503960366,04:00:00,261,2016-04-20,PM
209,1503960366,05:00:00,13,2016-04-20,PM
210,1503960366,06:00:00,1308,2016-04-20,PM
211,1503960366,07:00:00,1558,2016-04-20,PM
212,1503960366,08:00:00,499,2016-04-20,PM
213,1503960366,09:00:00,395,2016-04-20,PM
214,1503960366,10:00:00,77,2016-04-20,PM
215,1503960366,11:00:00,1255,2016-04-20,PM
216,1503960366,12:00:00,17,2016-04-21,AM
217,1503960366,01:00:00,129,2016-04-21,AM
218,1503960366,02:00:00,81,2016-04-21,AM
219,1503960366,03:00:00,0,2016-04-21,AM
220,1503960366,04:00:00,0,2016-04-21,AM
221,1503960366,05:00:00,0,2016-04-21,AM
222,1503960366,06:00:00,0,2016-04-21,AM
223,1503960366,07:00:00,38,2016-04-21,AM
224,1503960366,08:00:00,245,2016-04-21,AM
225,1503960366,09:00:00,1672,2016-04-21,AM
226,1503960366,10:00:00,255,2016-04-21,AM
227,1503960366,11:00:00,0,2016-04-21,AM
228,1503960366,12:00:00,384,2016-04-21,PM
229,1503960366,01:00:00,1140,2016-04-21,PM
230,1503960366,02:00:00,12,2016-04-21,PM
231,1503960366,03:00:00,213,2016-04-21,PM
232,1503960366,04:00:00,26,2016-04-21,PM
233,1503960366,05:00:00,96,2016-04-21,PM
234,1503960366,06:00:00,213,2016-04-21,PM
235,1503960366,07:00:00,100,2016-04-21,PM
236,1503960366,08:00:00,3541,2016-04-21,PM
237,1503960366,09:00:00,970,2016-04-21,PM
238,1503960366,10:00:00,89,2016-04-21,PM
239,1503960366,11:00:00,598,2016-04-21,PM
240,1503960366,12:00:00,0,2016-04-22,AM
241,1503960366,01:00:00,0,2016-04-22,AM
242,1503960366,02:00:00,0,2016-04-22,AM
243,1503960366,03:00:00,0,2016-04-22,AM
244,1503960366,04:00:00,0,2016-04-22,AM
245,1503960366,05:00:00,0,2016-04-22,AM
246,1503960366,06:00:00,0,2016-04-22,AM
247,1503960366,07:00:00,0,2016-04-22,AM
248,1503960366,08:00:00,0,2016-04-22,AM
249,1503960366,09:00:00,192,2016-04-22,AM
250,1503960366,10:00:00,29,2016-04-22,AM
251,1503960366,11:00:00,958,2016-04-22,AM
252,1503960366,12:00:00,38,2016-04-22,PM
253,1503960366,01:00:00,118,2016-04-22,PM
254,1503960366,02:00:00,0,2016-04-22,PM
255,1503960366,03:00:00,180,2016-04-22,PM
256,1503960366,04:00:00,22,2016-04-22,PM
257,1503960366,05:00:00,1041,2016-04-22,PM
258,1503960366,06:00:00,514,2016-04-22,PM
259,1503960366,07:00:00,629,2016-04-22,PM
260,1503960366,08:00:00,329,2016-04-22,PM
261,1503960366,09:00:00,5934,2016-04-22,PM
262,1503960366,10:00:00,855,2016-04-22,PM
263,1503960366,11:00:00,1925,2016-04-22,PM
264,1503960366,12:00:00,182,2016-04-23,AM
265,1503960366,01:00:00,0,2016-04-23,AM
266,1503960366,02:00:00,11,2016-04-23,AM
267,1503960366,03:00:00,0,2016-04-23,AM
268,1503960366,04:00:00,0,2016-04-23,AM
269,1503960366,05:00:00,0,2016-04-23,AM
270,1503960366,06:00:00,12,2016-04-23,AM
271,1503960366,07:00:00,0,2016-04-23,AM
272,1503960366,08:00:00,127,2016-04-23,AM
273,1503960366,09:00:00,285,2016-04-23,AM
274,1503960366,10:00:00,49,2016-04-23,AM
275,1503960366,11:00:00,703,2016-04-23,AM
276,1503960366,12:00:00,1597,2016-04-23,PM
277,1503960366,01:00:00,1453,2016-04-23,PM
278,1503960366,02:00:00,202,2016-04-23,PM
279,1503960366,03:00:00,158,2016-04-23,PM
280,1503960366,04:00:00,2008,2016-04-23,PM
281,1503960366,05:00:00,1472,2016-04-23,PM
282,1503960366,06:00:00,2569,2016-04-23,PM
283,1503960366,07:00:00,29,2016-04-23,PM
284,1503960366,08:00:00,142,2016-04-23,PM
285,1503960366,09:00:00,2432,2016-04-23,PM
286,1503960366,10:00:00,709,2016-04-23,PM
287,1503960366,11:00:00,231,2016-04-23,PM
288,1503960366,12:00:00,141,2016-04-24,AM
289,1503960366,01:00:00,42,2016-04-24,AM
290,1503960366,02:00:00,0,2016-04-24,AM
291,1503960366,03:00:00,0,2016-04-24,AM
292,1503960366,04:00:00,8,2016-04-24,AM
293,1503960366,05:00:00,0,2016-04-24,AM
294,1503960366,06:00:00,7,2016-04-24,AM
295,1503960366,07:00:00,0,2016-04-24,AM
296,1503960366,08:00:00,8,2016-04-24,AM
297,1503960366,09:00:00,76,2016-04-24,AM
298,1503960366,10:00:00,492,2016-04-24,AM
299,1503960366,11:00:00,149,2016-04-24,AM
300,1503960366,12:00:00,548,2016-04-24,PM
301,1503960366,01:00:00,394,2016-04-24,PM
302,1503960366,02:00:00,26,2016-04-24,PM
303,1503960366,03:00:00,27,2016-04-24,PM
304,1503960366,04:00:00,885,2016-04-24,PM
305,1503960366,05:00:00,411,2016-04-24,PM
306,1503960366,06:00:00,911,2016-04-24,PM
307,1503960366,07:00:00,4871,2016-04-24,PM
308,1503960366,08:00:00,342,2016-04-24,PM
309,1503960366,09:00:00,244,2016-04-24,PM
310,1503960366,10:00:00,66,2016-04-24,PM
311,1503960366,11:00:00,391,2016-04-24,PM
312,1503960366,12:00:00,95,2016-04-25,AM
313,1503960366,01:00:00,22,2016-04-25,AM
314,1503960366,02:00:00,97,2016-04-25,AM
315,1503960366,03:00:00,0,2016-04-25,AM
316,1503960366,04:00:00,25,2016-04-25,AM
317,1503960366,05:00:00,4,2016-04-25,AM
318,1503960366,06:00:00,0,2016-04-25,AM
319,1503960366,07:00:00,44,2016-04-25,AM
320,1503960366,08:00:00,426,2016-04-25,AM
321,1503960366,09:00:00,2041,2016-04-25,AM
322,1503960366,10:00:00,258,2016-04-25,AM
323,1503960366,11:00:00,1468,2016-04-25,AM
324,1503960366,12:00:00,707,2016-04-25,PM
325,1503960366,01:00:00,299,2016-04-25,PM
326,1503960366,02:00:00,94,2016-04-25,PM
327,1503960366,03:00:00,359,2016-04-25,PM
328,1503960366,04:00:00,263,2016-04-25,PM
329,1503960366,05:00:00,188,2016-04-25,PM
330,1503960366,06:00:00,116,2016-04-25,PM
331,1503960366,07:00:00,2815,2016-04-25,PM
332,1503960366,08:00:00,895,2016-04-25,PM
333,1503960366,09:00:00,4895,2016-04-25,PM
334,1503960366,10:00:00,188,2016-04-25,PM
335,1503960366,11:00:00,56,2016-04-25,PM
336,1503960366,12:00:00,101,2016-04-26,AM
337,1503960366,01:00:00,178,2016-04-26,AM
338,1503960366,02:00:00,0,2016-04-26,AM
339,1503960366,03:00:00,145,2016-04-26,AM
340,1503960366,04:00:00,0,2016-04-26,AM
341,1503960366,05:00:00,7,2016-04-26,AM
342,1503960366,06:00:00,0,2016-04-26,AM
343,1503960366,07:00:00,28,2016-04-26,AM
344,1503960366,08:00:00,173,2016-04-26,AM
345,1503960366,09:00:00,1826,2016-04-26,AM
346,1503960366,10:00:00,666,2016-04-26,AM
347,1503960366,11:00:00,266,2016-04-26,AM
348,1503960366,12:00:00,415,2016-04-26,PM
349,1503960366,01:00:00,1571,2016-04-26,PM
350,1503960366,02:00:00,1998,2016-04-26,PM
351,1503960366,03:00:00,323,2016-04-26,PM
352,1503960366,04:00:00,697,2016-04-26,PM
353,1503960366,05:00:00,143,2016-04-26,PM
354,1503960366,06:00:00,2513,2016-04-26,PM
355,1503960366,07:00:00,148,2016-04-26,PM
356,1503960366,08:00:00,1649,2016-04-26,PM
357,1503960366,09:00:00,450,2016-04-26,PM
358,1503960366,10:00:00,148,2016-04-26,PM
359,1503960366,11:00:00,310,2016-04-26,PM
360,1503960366,12:00:00,277,2016-04-27,AM
361,1503960366,01:00:00,60,2016-04-27,AM
362,1503960366,02:00:00,17,2016-04-27,AM
363,1503960366,03:00:00,0,2016-04-27,AM
364,1503960366,04:00:00,0,2016-04-27,AM
365,1503960366,05:00:00,0,2016-04-27,AM
366,1503960366,06:00:00,0,2016-04-27,AM
367,1503960366,07:00:00,0,2016-04-27,AM
368,1503960366,08:00:00,0,2016-04-27,AM
369,1503960366,09:00:00,1916,2016-04-27,AM
370,1503960366,10:00:00,502,2016-04-27,AM
371,1503960366,11:00:00,797,2016-04-27,AM
372,1503960366,12:00:00,701,2016-04-27,PM
373,1503960366,01:00:00,319,2016-04-27,PM
374,1503960366,02:00:00,1932,2016-04-27,PM
375,1503960366,03:00:00,59,2016-04-27,PM
376,1503960366,04:00:00,98,2016-04-27,PM
377,1503960366,05:00:00,261,2016-04-27,PM
378,1503960366,06:00:00,2714,2016-04-27,PM
379,1503960366,07:00:00,5786,2016-04-27,PM
380,1503960366,08:00:00,2420,2016-04-27,PM
381,1503960366,09:00:00,266,2016-04-27,PM
382,1503960366,10:00:00,0,2016-04-27,PM
383,1503960366,11:00:00,0,2016-04-27,PM
384,1503960366,12:00:00,0,2016-04-28,AM
385,1503960366,01:00:00,127,2016-04-28,AM
386,1503960366,02:00:00,0,2016-04-28,AM
387,1503960366,03:00:00,0,2016-04-28,AM
388,1503960366,04:00:00,0,2016-04-28,AM
389,1503960366,05:00:00,0,2016-04-28,AM
390,1503960366,06:00:00,0,2016-04-28,AM
391,1503960366,07:00:00,14,2016-04-28,AM
392,1503960366,08:00:00,128,2016-04-28,AM
393,1503960366,09:00:00,1192,2016-04-28,AM
394,1503960366,10:00:00,987,2016-04-28,AM
395,1503960366,11:00:00,288,2016-04-28,AM
396,1503960366,12:00:00,317,2016-04-28,PM
397,1503960366,01:00:00,1144,2016-04-28,PM
398,1503960366,02:00:00,1512,2016-04-28,PM
399,1503960366,03:00:00,115,2016-04-28,PM
400,1503960366,04:00:00,554,2016-04-28,PM
401,1503960366,05:00:00,235,2016-04-28,PM
402,1503960366,06:00:00,1829,2016-04-28,PM
403,1503960366,07:00:00,13,2016-04-28,PM
404,1503960366,08:00:00,2122,2016-04-28,PM
405,1503960366,09:00:00,986,2016-04-28,PM
406,1503960366,10:00:00,16,2016-04-28,PM
407,1503960366,11:00:00,1512,2016-04-28,PM
408,1503960366,12:00:00,202,2016-04-29,AM
409,1503960366,01:00:00,0,2016-04-29,AM
410,1503960366,02:00:00,71,2016-04-29,AM
411,1503960366,03:00:00,0,2016-04-29,AM
412,1503960366,04:00:00,0,2016-04-29,AM
413,1503960366,05:00:00,0,2016-04-29,AM
414,1503960366,06:00:00,0,2016-04-29,AM
415,1503960366,07:00:00,27,2016-04-29,AM
416,1503960366,08:00:00,201,2016-04-29,AM
417,1503960366,09:00:00,1820,2016-04-29,AM
418,1503960366,10:00:00,44,2016-04-29,AM
419,1503960366,11:00:00,104,2016-04-29,AM
420,1503960366,12:00:00,214,2016-04-29,PM
421,1503960366,01:00:00,41,2016-04-29,PM
422,1503960366,02:00:00,1711,2016-04-29,PM
423,1503960366,03:00:00,1076,2016-04-29,PM
424,1503960366,04:00:00,285,2016-04-29,PM
425,1503960366,05:00:00,380,2016-04-29,PM
426,1503960366,06:00:00,118,2016-04-29,PM
427,1503960366,07:00:00,267,2016-04-29,PM
428,1503960366,08:00:00,386,2016-04-29,PM
429,1503960366,09:00:00,1366,2016-04-29,PM
430,1503960366,10:00:00,1111,2016-04-29,PM
431,1503960366,11:00:00,1757,2016-04-29,PM
432,1503960366,12:00:00,19,2016-04-30,AM
433,1503960366,01:00:00,65,2016-04-30,AM
434,1503960366,02:00:00,0,2016-04-30,AM
435,1503960366,03:00:00,6,2016-04-30,AM
436,1503960366,04:00:00,0,2016-04-30,AM
437,1503960366,05:00:00,0,2016-04-30,AM
438,1503960366,06:00:00,0,2016-04-30,AM
439,1503960366,07:00:00,0,2016-04-30,AM
440,1503960366,08:00:00,60,2016-04-30,AM
441,1503960366,09:00:00,148,2016-04-30,AM
442,1503960366,10:00:00,239,2016-04-30,AM
443,1503960366,11:00:00,127,2016-04-30,AM
444,1503960366,12:00:00,92,2016-04-30,PM
445,1503960366,01:00:00,141,2016-04-30,PM
446,1503960366,02:00:00,520,2016-04-30,PM
447,1503960366,03:00:00,993,2016-04-30,PM
448,1503960366,04:00:00,3388,2016-04-30,PM
449,1503960366,05:00:00,2176,2016-04-30,PM
450,1503960366,06:00:00,2319,2016-04-30,PM
451,1503960366,07:00:00,92,2016-04-30,PM
452,1503960366,08:00:00,117,2016-04-30,PM
453,1503960366,09:00:00,840,2016-04-30,PM
454,1503960366,10:00:00,2139,2016-04-30,PM
455,1503960366,11:00:00,1192,2016-04-30,PM
456,1503960366,12:00:00,247,2016-05-01,AM
457,1503960366,01:00:00,59,2016-05-01,AM
458,1503960366,02:00:00,36,2016-05-01,AM
459,1503960366,03:00:00,4,2016-05-01,AM
460,1503960366,04:00:00,0,2016-05-01,AM
461,1503960366,05:00:00,0,2016-05-01,AM
462,1503960366,06:00:00,0,2016-05-01,AM
463,1503960366,07:00:00,41,2016-05-01,AM
464,1503960366,08:00:00,94,2016-05-01,AM
465,1503960366,09:00:00,198,2016-05-01,AM
466,1503960366,10:00:00,146,2016-05-01,AM
467,1503960366,11:00:00,103,2016-05-01,AM
468,1503960366,12:00:00,130,2016-05-01,PM
469,1503960366,01:00:00,85,2016-05-01,PM
470,1503960366,02:00:00,540,2016-05-01,PM
471,1503960366,03:00:00,294,2016-05-01,PM
472,1503960366,04:00:00,823,2016-05-01,PM
473,1503960366,05:00:00,1053,2016-05-01,PM
474,1503960366,06:00:00,2007,2016-05-01,PM
475,1503960366,07:00:00,177,2016-05-01,PM
476,1503960366,08:00:00,93,2016-05-01,PM
477,1503960366,09:00:00,363,2016-05-01,PM
478,1503960366,10:00:00,1552,2016-05-01,PM
479,1503960366,11:00:00,2557,2016-05-01,PM
480,1503960366,12:00:00,0,2016-05-02,AM
481,1503960366,01:00:00,119,2016-05-02,AM
482,1503960366,02:00:00,0,2016-05-02,AM
483,1503960366,03:00:00,21,2016-05-02,AM
484,1503960366,04:00:00,0,2016-05-02,AM
485,1503960366,05:00:00,0,2016-05-02,AM
486,1503960366,06:00:00,0,2016-05-02,AM
487,1503960366,07:00:00,28,2016-05-02,AM
488,1503960366,08:00:00,245,2016-05-02,AM
489,1503960366,09:00:00,1690,2016-05-02,AM
490,1503960366,10:00:00,369,2016-05-02,AM
491,1503960366,11:00:00,384,2016-05-02,AM
492,1503960366,12:00:00,2116,2016-05-02,PM
493,1503960366,01:00:00,1064,2016-05-02,PM
494,1503960366,02:00:00,355,2016-05-02,PM
495,1503960366,03:00:00,418,2016-05-02,PM
496,1503960366,04:00:00,420,2016-05-02,PM
497,1503960366,05:00:00,340,2016-05-02,PM
498,1503960366,06:00:00,227,2016-05-02,PM
499,1503960366,07:00:00,235,2016-05-02,PM
500,1503960366,08:00:00,3903,2016-05-02,PM
501,1503960366,09:00:00,1427,2016-05-02,PM
502,1503960366,10:00:00,945,2016-05-02,PM
503,1503960366,11:00:00,404,2016-05-02,PM
504,1503960366,12:00:00,55,2016-05-03,AM
505,1503960366,01:00:00,79,2016-05-03,AM
506,1503960366,02:00:00,20,2016-05-03,AM
507,1503960366,03:00:00,110,2016-05-03,AM
508,1503960366,04:00:00,0,2016-05-03,AM
509,1503960366,05:00:00,0,2016-05-03,AM
510,1503960366,06:00:00,16,2016-05-03,AM
511,1503960366,07:00:00,23,2016-05-03,AM
512,1503960366,08:00:00,158,2016-05-03,AM
513,1503960366,09:00:00,1391,2016-05-03,AM
514,1503960366,10:00:00,955,2016-05-03,AM
515,1503960366,11:00:00,297,2016-05-03,AM
516,1503960366,12:00:00,396,2016-05-03,PM
517,1503960366,01:00:00,309,2016-05-03,PM
518,1503960366,02:00:00,384,2016-05-03,PM
519,1503960366,03:00:00,1719,2016-05-03,PM
520,1503960366,04:00:00,870,2016-05-03,PM
521,1503960366,05:00:00,690,2016-05-03,PM
522,1503960366,06:00:00,3119,2016-05-03,PM
523,1503960366,07:00:00,140,2016-05-03,PM
524,1503960366,08:00:00,6,2016-05-03,PM
525,1503960366,09:00:00,1333,2016-05-03,PM
526,1503960366,10:00:00,2549,2016-05-03,PM
527,1503960366,11:00:00,484,2016-05-03,PM
528,1503960366,12:00:00,400,2016-05-04,AM
529,1503960366,01:00:00,18,2016-05-04,AM
530,1503960366,02:00:00,0,2016-05-04,AM
531,1503960366,03:00:00,0,2016-05-04,AM
532,1503960366,04:00:00,0,2016-05-04,AM
533,1503960366,05:00:00,0,2016-05-04,AM
534,1503960366,06:00:00,0,2016-05-04,AM
535,1503960366,07:00:00,0,2016-05-04,AM
536,1503960366,08:00:00,68,2016-05-04,AM
537,1503960366,09:00:00,1470,2016-05-04,AM
538,1503960366,10:00:00,598,2016-05-04,AM
539,1503960366,11:00:00,194,2016-05-04,AM
540,1503960366,12:00:00,366,2016-05-04,PM
541,1503960366,01:00:00,318,2016-05-04,PM
542,1503960366,02:00:00,2284,2016-05-04,PM
543,1503960366,03:00:00,138,2016-05-04,PM
544,1503960366,04:00:00,144,2016-05-04,PM
545,1503960366,05:00:00,341,2016-05-04,PM
546,1503960366,06:00:00,2041,2016-05-04,PM
547,1503960366,07:00:00,205,2016-05-04,PM
548,1503960366,08:00:00,1316,2016-05-04,PM
549,1503960366,09:00:00,1106,2016-05-04,PM
550,1503960366,10:00:00,93,2016-05-04,PM
551,1503960366,11:00:00,0,2016-05-04,PM
552,1503960366,12:00:00,70,2016-05-05,AM
